title;chapter;section;number;details;detailsAlgolia;topics
CVM Nº 555; CAPÍTULO III – CARACTERÍSTICAS, CONSTITUIÇÃO E COMUNICAÇÃO;Seção II – Constituição e Registro ;8;"Art. 8º  O pedido de registro deve ser instruído com os seguintes documentos e informações: <br><br>
I – regulamento do fundo, elaborado de acordo com as disposições desta Instrução;<br><br>
II – declaração do administrador do fundo de que o regulamento do fundo está plenamente aderente à legislação vigente; <br><br>
III – REVOGADO
Inciso III revogado pela Instrução CVM no 615, de 02 de outubro de 2019.
<br><br>
IV – declaração do administrador do fundo de que firmou os contratos mencionados no art. 78, se for o caso, e de que estes se encontram à disposição da CVM; <br><br>
V – nome do auditor independente; <br><br>
VI – inscrição do fundo no CNPJ; e<br><br>
VII – lâmina de informações essenciais, elaborada de acordo com o Anexo 42 desta Instrução, no caso de fundo aberto que não seja destinado exclusivamente a investidores qualificados.<br><br>
Parágrafo único.  O campo “Taxa Total de Despesas” do item 4 e os itens 5, 7, 8 e 9 da lâmina de informações essenciais ficam dispensados de apresentação na instrução do pedido de registro do fundo e até que o fundo complete 1 (um) ano de operação.<br><br>";"Art. 8º  O pedido de registro deve ser instruído com os seguintes documentos e informações:   
I – regulamento do fundo, elaborado de acordo com as disposições desta Instrução;  
II – declaração do administrador do fundo de que o regulamento do fundo está plenamente aderente à legislação vigente;   
III – REVOGADO
Inciso III revogado pela Instrução CVM no 615, de 02 de outubro de 2019.
  
IV – declaração do administrador do fundo de que firmou os contratos mencionados no art. 78, se for o caso, e de que estes se encontram à disposição da CVM;   
V – nome do auditor independente;   
VI – inscrição do fundo no CNPJ; e  
VII – lâmina de informações essenciais, elaborada de acordo com o Anexo 42 desta Instrução, no caso de fundo aberto que não seja destinado exclusivamente a investidores qualificados.  
Parágrafo único.  O campo “Taxa Total de Despesas” do item 4 e os itens 5, 7, 8 e 9 da lâmina de informações essenciais ficam dispensados de apresentação na instrução do pedido de registro do fundo e até que o fundo complete 1 (um) ano de operação.  ";Registro/Constituição/Novo fundo
CVM Nº 555; CAPÍTULO III – CARACTERÍSTICAS, CONSTITUIÇÃO E COMUNICAÇÃO;Seção II – Constituição e Registro ;9;"Art. 9º  A CVM cancelará o registro de funcionamento: <br><br>
I – do fundo aberto que não houver atendido o disposto no art. 138; <br><br>
II – do fundo fechado, quando não for subscrito o número mínimo de cotas representativas do seu patrimônio inicial após o decurso do prazo de distribuição.";"Art. 9º  A CVM cancelará o registro de funcionamento:   
I – do fundo aberto que não houver atendido o disposto no art. 138;   
II – do fundo fechado, quando não for subscrito o número mínimo de cotas representativas do seu patrimônio inicial após o decurso do prazo de distribuição.";Registro/Constituição/Novo fundo
CVM Nº 555; CAPÍTULO III – CARACTERÍSTICAS, CONSTITUIÇÃO E COMUNICAÇÃO;Seção III – Comunicação ;10;"Art. 10.  As informações ou documentos para os quais esta Instrução exija a “comunicação”, “acesso”, “envio”, “divulgação” ou “disponibilização” devem ser encaminhadas por meio físico aos cotistas. <br><br>
§ 1º  As comunicações exigidas pelas disposições desta Instrução são consideradas efetuadas na data de sua disponibilização. <br><br>
§ 2º  Desde que expressamente previsto no regulamento do fundo, as informações ou documentos de que trata o caput podem ser comunicados, enviados, divulgados ou disponibilizados aos cotistas, ou por eles acessados, por meio de canais eletrônico ou por outros meios expressamente previstos nesta Instrução, incluindo a rede mundial de computadores. <br><br>
§ 3º  Admite-se, nas hipóteses em que esta Instrução exija a “ciência”, “atesto”, “manifestação de voto” ou “concordância” dos cotistas, que estes se deem por meio eletrônico. <br><br>
§ 4º  O fundo que se utilizar da faculdade do § 2º pode prever, em seu regulamento, que o administrador deve enviar correspondências por meio físico aos cotistas que fizerem tal solicitação de forma expressa, ocasião em que seu regulamento deve especificar se os custos com o seu envio serão suportados pelo fundo ou pelos cotistas que optarem por tal recebimento. <br><br>";"Art. 10.  As informações ou documentos para os quais esta Instrução exija a “comunicação”, “acesso”, “envio”, “divulgação” ou “disponibilização” devem ser encaminhadas por meio físico aos cotistas.   
§ 1º  As comunicações exigidas pelas disposições desta Instrução são consideradas efetuadas na data de sua disponibilização.   
§ 2º  Desde que expressamente previsto no regulamento do fundo, as informações ou documentos de que trata o caput podem ser comunicados, enviados, divulgados ou disponibilizados aos cotistas, ou por eles acessados, por meio de canais eletrônico ou por outros meios expressamente previstos nesta Instrução, incluindo a rede mundial de computadores.   
§ 3º  Admite-se, nas hipóteses em que esta Instrução exija a “ciência”, “atesto”, “manifestação de voto” ou “concordância” dos cotistas, que estes se deem por meio eletrônico.   
§ 4º  O fundo que se utilizar da faculdade do § 2º pode prever, em seu regulamento, que o administrador deve enviar correspondências por meio físico aos cotistas que fizerem tal solicitação de forma expressa, ocasião em que seu regulamento deve especificar se os custos com o seu envio serão suportados pelo fundo ou pelos cotistas que optarem por tal recebimento.   ";Comunicação/Documento/Constituição/Novo fundo
CVM Nº 555;CAPÍTULO IV – COTAS;Seção I – Disposições Gerais;11;"Art. 11.  As cotas do fundo correspondem a frações ideais de seu patrimônio, são escriturais, nominativas, e conferem iguais direitos e obrigações aos cotistas.<br><br>
§ 1º  O valor da cota do dia é resultante da divisão do valor do patrimônio líquido pelo número de cotas do fundo, apurados, ambos, no encerramento do dia, assim entendido, para os efeitos desta Instrução, como o horário de fechamento dos mercados em que o fundo atue.<br><br>
§ 2º  Quando se tratar de fundo que atue em mercados no exterior, o encerramento do dia pode ser considerado como o horário de fechamento de um mercado específico indicado no regulamento.<br><br>";"Art. 11.  As cotas do fundo correspondem a frações ideais de seu patrimônio, são escriturais, nominativas, e conferem iguais direitos e obrigações aos cotistas.  
§ 1º  O valor da cota do dia é resultante da divisão do valor do patrimônio líquido pelo número de cotas do fundo, apurados, ambos, no encerramento do dia, assim entendido, para os efeitos desta Instrução, como o horário de fechamento dos mercados em que o fundo atue.  
§ 2º  Quando se tratar de fundo que atue em mercados no exterior, o encerramento do dia pode ser considerado como o horário de fechamento de um mercado específico indicado no regulamento.  ";Cota/Exterior
CVM Nº 555;CAPÍTULO IV – COTAS;Seção I – Disposições Gerais;12;Art. 12.  O administrador do fundo, o terceiro contratado para essa finalidade, na forma do art. 78 e o distribuidor que atue por conta e ordem nos termos do Capítulo IV, Subseção V, são responsáveis, conforme o caso, pela inscrição do nome do titular no registro de cotistas do fundo.;Art. 12.  O administrador do fundo, o terceiro contratado para essa finalidade, na forma do art. 78 e o distribuidor que atue por conta e ordem nos termos do Capítulo IV, Subseção V, são responsáveis, conforme o caso, pela inscrição do nome do titular no registro de cotistas do fundo.;Administrador/Cotista/Distribuidor/Conta e ordem
CVM Nº 555;CAPÍTULO IV – COTAS;Seção I – Disposições Gerais;13;"Art. 13.  A cota de fundo aberto não pode ser objeto de cessão ou transferência, exceto nos casos de: <br><br>
I – decisão judicial ou arbitral; <br><br>
II – operações de cessão fiduciária;<br><br>
III – execução de garantia; <br><br>
IV – sucessão universal; <br><br>
V – dissolução de sociedade conjugal ou união estável por via judicial ou escritura pública que disponha sobre a partilha de bens; e <br><br>
VI – transferência de administração ou portabilidade de planos de previdência. <br><br>";"Art. 13.  A cota de fundo aberto não pode ser objeto de cessão ou transferência, exceto nos casos de:   
I – decisão judicial ou arbitral;   
II – operações de cessão fiduciária;  
III – execução de garantia;   
IV – sucessão universal;   
V – dissolução de sociedade conjugal ou união estável por via judicial ou escritura pública que disponha sobre a partilha de bens; e   
VI – transferência de administração ou portabilidade de planos de previdência.   ";Cota/Cessão/Transferência
CVM Nº 555;CAPÍTULO IV – COTAS;Seção I – Disposições Gerais;14;"Art. 14.  As cotas de fundo fechado e seus direitos de subscrição podem ser transferidos, mediante termo de cessão e transferência, assinado pelo cedente e pelo cessionário, ou por meio de negociação em mercado organizado em que as cotas do fundo sejam admitidas à negociação. <br><br>
§ 1º  A transferência de titularidade das cotas de fundo fechado fica condicionada à verificação, pelo administrador, do atendimento das formalidades estabelecidas no regulamento e na presente Instrução.<br><br>
§ 2º  Na hipótese de transferência por meio de negociação em mercado organizado, cabe ao intermediário verificar o atendimento das formalidades estabelecidas no regulamento e na presente Instrução.<br><br>";"Art. 14.  As cotas de fundo fechado e seus direitos de subscrição podem ser transferidos, mediante termo de cessão e transferência, assinado pelo cedente e pelo cessionário, ou por meio de negociação em mercado organizado em que as cotas do fundo sejam admitidas à negociação.   
§ 1º  A transferência de titularidade das cotas de fundo fechado fica condicionada à verificação, pelo administrador, do atendimento das formalidades estabelecidas no regulamento e na presente Instrução.  
§ 2º  Na hipótese de transferência por meio de negociação em mercado organizado, cabe ao intermediário verificar o atendimento das formalidades estabelecidas no regulamento e na presente Instrução.  ";Cota/Fundo fechado/Cessão/Transferência
CVM Nº 555;CAPÍTULO IV – COTAS;Seção I – Disposições Gerais;15;"Art. 15.  Os cotistas respondem por eventual patrimônio líquido negativo do fundo, sem prejuízo da responsabilidade do administrador e do gestor em caso de inobservância da política de investimento ou dos limites de concentração previstos no regulamento e nesta Instrução.
";"Art. 15.  Os cotistas respondem por eventual patrimônio líquido negativo do fundo, sem prejuízo da responsabilidade do administrador e do gestor em caso de inobservância da política de investimento ou dos limites de concentração previstos no regulamento e nesta Instrução.
";Cotista/Patrimômio liquido negativo
CVM Nº 555;CAPÍTULO IV – COTAS;Seção II – Emissão;16;"Art. 16.  Na emissão das cotas do fundo deve ser utilizado o valor da cota do dia ou do dia seguinte ao da data da aplicação, segundo o disposto no regulamento.<br><br>
§ 1º  O regulamento do fundo pode estabelecer que o valor da cota do dia será calculado a partir do patrimônio líquido do dia anterior, devidamente atualizado por 1 (um) dia, quando se tratar dos fundos de investimento:<br><br>
I – classificados, na forma do art. 109, como “Renda Fixa”; ou<br><br>
II – registrados como “Exclusivos” ou “Previdenciários”, na forma dos arts. 130 e 131, respectivamente.
§ 2º  Para efeito do disposto no § 1º, os eventuais ajustes decorrentes das movimentações ocorridas durante o dia devem ser lançados contra as aplicações ou resgates dos cotistas que efetuaram essas movimentações ou, ainda, contra o patrimônio do fundo, conforme dispuser o regulamento.
§ 3º  O fundo que realizar a cobrança de taxa de performance nos termos do art. 87, inciso III (método do ajuste) deve apurar o valor da cota do dia ou do dia seguinte ao da efetiva disponibilidade sempre antes de descontada a provisão para o pagamento da taxa de performance.";"Art. 16.  Na emissão das cotas do fundo deve ser utilizado o valor da cota do dia ou do dia seguinte ao da data da aplicação, segundo o disposto no regulamento.  
§ 1º  O regulamento do fundo pode estabelecer que o valor da cota do dia será calculado a partir do patrimônio líquido do dia anterior, devidamente atualizado por 1 (um) dia, quando se tratar dos fundos de investimento:  
I – classificados, na forma do art. 109, como “Renda Fixa”; ou  
II – registrados como “Exclusivos” ou “Previdenciários”, na forma dos arts. 130 e 131, respectivamente.
§ 2º  Para efeito do disposto no § 1º, os eventuais ajustes decorrentes das movimentações ocorridas durante o dia devem ser lançados contra as aplicações ou resgates dos cotistas que efetuaram essas movimentações ou, ainda, contra o patrimônio do fundo, conforme dispuser o regulamento.
§ 3º  O fundo que realizar a cobrança de taxa de performance nos termos do art. 87, inciso III (método do ajuste) deve apurar o valor da cota do dia ou do dia seguinte ao da efetiva disponibilidade sempre antes de descontada a provisão para o pagamento da taxa de performance.";Cota/Valor da cota/Movimentação/Taxa de performance
CVM Nº 555;CAPÍTULO IV – COTAS;Seção III – Distribuição;17;"Art. 17. A distribuição de cotas de fundos abertos ou fechados deve ser realizada por instituições habilitadas a atuar como integrantes do sistema de distribuição.<br><br>
§ 1º  A distribuição referida no caput pode ser realizada exclusivamente por meios eletrônicos. <br><br>
§ 2º  O administrador é obrigado a:<br><br>
I – fornecer aos distribuidores todo o material de divulgação do fundo exigido pela regulamentação em vigor, respondendo pela exatidão das informações contidas no referido material; e<br><br>
II – informar aos distribuidores qualquer alteração que ocorra no fundo, especialmente se decorrente da mudança do regulamento, hipótese em que o administrador substituirá imediatamente o material de divulgação em poder dos distribuidores contratados. <br><br>
I – fornecer aos distribuidores todo o material de divulgação do fundo exigido pela regulamentação em vigor, respondendo pela exatidão das informações contidas no referido material; e<br><br>
II – informar aos distribuidores qualquer alteração que ocorra no fundo, especialmente se decorrente da mudança do regulamento, hipótese em que o administrador substituirá imediatamente o material de divulgação em poder dos distribuidores contratados. <br><br>";"Art. 17. A distribuição de cotas de fundos abertos ou fechados deve ser realizada por instituições habilitadas a atuar como integrantes do sistema de distribuição.  
§ 1º  A distribuição referida no caput pode ser realizada exclusivamente por meios eletrônicos.   
§ 2º  O administrador é obrigado a:  
I – fornecer aos distribuidores todo o material de divulgação do fundo exigido pela regulamentação em vigor, respondendo pela exatidão das informações contidas no referido material; e  
II – informar aos distribuidores qualquer alteração que ocorra no fundo, especialmente se decorrente da mudança do regulamento, hipótese em que o administrador substituirá imediatamente o material de divulgação em poder dos distribuidores contratados.   
I – fornecer aos distribuidores todo o material de divulgação do fundo exigido pela regulamentação em vigor, respondendo pela exatidão das informações contidas no referido material; e  
II – informar aos distribuidores qualquer alteração que ocorra no fundo, especialmente se decorrente da mudança do regulamento, hipótese em que o administrador substituirá imediatamente o material de divulgação em poder dos distribuidores contratados.   ";Distribuição/Administrador/Distribuidor por conta e ordem
CVM Nº 555;CAPÍTULO IV – COTAS;Seção III – Distribuição;18;"Art. 18.  A distribuição de cotas de fundo aberto independe de prévio registro na CVM.
";"Art. 18.  A distribuição de cotas de fundo aberto independe de prévio registro na CVM.
";Distribuição/Fundo aberto
CVM Nº 555;CAPÍTULO IV – COTAS;Seção III – Distribuição;19;"Art. 19.  É facultado ao administrador suspender, a qualquer momento, novas aplicações no fundo aberto, desde que tal suspensão se aplique indistintamente a novos investidores e cotistas atuais.<br><br>
§ 1º  A suspensão do recebimento de novas aplicações em um dia não impede a reabertura posterior do fundo para aplicações.<br><br>
§ 2º  O administrador deve comunicar imediatamente aos distribuidores sobre a eventual existência de fundos que não estejam admitindo captação.<br><br>
§ 3º  No caso de fundos destinados exclusivamente a investidores profissionais, o administrador está autorizado a suspender novas aplicações apenas para novos investidores. <br><br>";"Art. 19.  É facultado ao administrador suspender, a qualquer momento, novas aplicações no fundo aberto, desde que tal suspensão se aplique indistintamente a novos investidores e cotistas atuais.  
§ 1º  A suspensão do recebimento de novas aplicações em um dia não impede a reabertura posterior do fundo para aplicações.  
§ 2º  O administrador deve comunicar imediatamente aos distribuidores sobre a eventual existência de fundos que não estejam admitindo captação.  
§ 3º  No caso de fundos destinados exclusivamente a investidores profissionais, o administrador está autorizado a suspender novas aplicações apenas para novos investidores.   ";Distribuição/Administrador/Distribuidor por conta e ordem/Fundo aberto/Novas aplicações/Investidor profissional
